,Unnamed: 0,accession_number,year,r,g,b,hex,value
5173,5173,T00250,1893,187,166,131,#bba683,45
235,235,A01016,1893,236,225,204,#ece1cc,60
4891,4891,N04608,1894,33,31,29,#211f1d,15
4766,4766,N03607,1894,60,56,47,#3c382f,30
4474,4474,N01706,1894,103,69,58,#67453a,45
5197,5197,T00652,1894,108,94,69,#6c5e45,60
5010,5010,N05365,1895,128,94,59,#805e3b,15
4780,4780,N03680,1895,170,152,132,#aa9884,30
4872,4872,N04423,1895,221,180,164,#ddb4a4,45
4961,4961,N05175,1896,38,35,27,#26231b,15
4475,4475,N01708,1896,133,111,94,#856f5e,30
4823,4823,N04243,1896,185,151,109,#b9976d,45
4675,4675,N03344,1896,211,216,209,#d3d8d1,60
4940,4940,N05067,1897,20,27,33,#141b21,15
4941,4941,N05074,1898,65,62,46,#413e2e,15
4486,4486,N01725,1898,73,69,58,#49453a,30
4719,4719,N03453,1898,165,141,109,#a58d6d,45
4481,4481,N01718,1898,191,172,129,#bfac81,60
4646,4646,N03149,1899,106,103,82,#6a6752,15
4487,4487,N01726,1899,135,121,112,#877970,30
5020,5020,N05421,1899,137,130,100,#898264,45
4652,4652,N03194,1899,139,120,55,#8b7837,60
4942,4942,N05094,1899,166,123,81,#a67b51,75
277,277,A01067,1899,216,204,175,#d8ccaf,90
4594,4594,N02478,1900,54,52,44,#36342c,15
5286,5286,T01640,1900,73,55,41,#493729,30
4943,4943,N05096,1900,171,127,95,#ab7f5f,45
274,274,A01064,1900,206,203,183,#cecbb7,60
5289,5289,T01646,1901,53,42,33,#352a21,15
5288,5288,T01645,1902,122,71,68,#7a4744,15
302,302,A01108,1902,124,98,89,#7c6259,30
285,285,A01091,1902,135,133,114,#878572,45
289,289,A01095,1902,153,125,99,#997d63,60
286,286,A01092,1902,154,140,121,#9a8c79,75
290,290,A01096,1902,156,137,121,#9c8979,90
5287,5287,T01642,1902,158,114,82,#9e7252,105
300,300,A01106,1902,159,132,98,#9f8462,120
293,293,A01099,1902,178,164,146,#b2a492,135
294,294,A01100,1902,181,165,145,#b5a591,150
284,284,A01090,1902,184,169,148,#b8a994,165
295,295,A01101,1902,185,179,164,#b9b3a4,180
304,304,A01110,1902,186,145,139,#ba918b,195
298,298,A01104,1902,186,163,136,#baa388,210
301,301,A01107,1902,187,177,159,#bbb19f,225
303,303,A01109,1902,188,166,149,#bca695,240
288,288,A01094,1902,191,173,150,#bfad96,255
299,299,A01105,1902,192,167,138,#c0a78a,270
292,292,A01098,1902,197,179,158,#c5b39e,285
297,297,A01103,1902,198,174,151,#c6ae97,300
287,287,A01093,1902,201,177,150,#c9b196,315
296,296,A01102,1902,206,179,152,#ceb398,330
283,283,A01089,1902,207,188,158,#cfbc9e,345
291,291,A01097,1902,213,192,173,#d5c0ad,360
281,281,A01072,1902,230,217,195,#e6d9c3,375
5104,5104,N06016,1903,138,127,125,#8a7f7d,15
4999,4999,N05263,1903,170,148,124,#aa947c,30
4873,4873,N04431,1903,177,138,107,#b18a6b,45
5290,5290,T01647,1904,84,85,71,#545547,15
5166,5166,T00156,1904,109,93,53,#6d5d35,30
4952,4952,N05154,1904,116,110,76,#746e4c,45
4702,4702,N03407,1904,146,107,92,#926b5c,60
4653,4653,N03195,1904,149,122,92,#957a5c,75
4595,4595,N02479,1904,167,142,99,#a78e63,90
5004,5004,N05307,1904,184,160,140,#b8a08c,105
4701,4701,N03406,1904,187,190,175,#bbbeaf,120
4703,4703,N03408,1904,205,186,180,#cdbab4,135
4953,4953,N05155,1904,213,206,189,#d5cebd,150
4631,4631,N03019,1905,124,111,67,#7c6f43,15
5292,5292,T01654,1905,150,155,136,#969b88,30
4904,4904,N04721,1905,186,126,78,#ba7e4e,45
5003,5003,N05303,1905,191,184,168,#bfb8a8,60
5363,5363,T03571,1905,230,222,205,#e6decd,75
4519,4519,N02073,1906,48,40,16,#302810,15
5312,5312,T01925,1906,51,56,39,#333827,30
5291,5291,T01651,1906,98,83,61,#62533d,45
4665,4665,N03321,1906,126,124,111,#7e7c6f,60
6924,6924,T11002,1906,152,124,84,#987c54,75
4666,4666,N03322,1906,163,158,135,#a39e87,90
4880,4880,N04508,1906,213,202,174,#d5caae,105
4808,4808,N04146,1907,165,150,106,#a5966a,15
5107,5107,N06075,1907,170,161,134,#aaa186,30
4810,4810,N04165,1907,211,194,166,#d3c2a6,45
5005,5005,N05308,1908,103,90,68,#675a44,15
4525,4525,N02264,1908,157,142,110,#9d8e6e,30
4526,4526,N02299,1908,163,151,130,#a39782,45
4651,4651,N03184,1908,167,160,144,#a7a090,60
4776,4776,N03660,1908,180,169,143,#b4a98f,75
4779,4779,N03676,1908,189,185,181,#bdb9b5,90
4775,4775,N03658,1908,192,176,159,#c0b09f,105
4650,4650,N03180,1909,102,96,72,#666048,15
4792,4792,N03834,1909,193,180,162,#c1b4a2,30
4705,4705,N03413,1909,204,189,151,#ccbd97,45
4789,4789,N03804,1910,51,51,58,#33333a,15
5299,5299,T01769,1910,94,87,71,#5e5747,30
5083,5083,N05855,1910,115,103,81,#736751,45
4821,4821,N04241,1910,115,124,104,#737c68,60
5110,5110,N06187,1910,119,108,83,#776c53,75
5162,5162,T00127,1910,172,153,109,#ac996d,90
5109,5109,N06186,1910,173,153,120,#ad9978,105
4654,4654,N03199,1910,182,177,163,#b6b1a3,120
4820,4820,N04229,1910,235,220,210,#ebdcd2,135
4720,4720,N03469,1911,48,49,50,#303132,15
4787,4787,N03722,1911,62,60,45,#3e3c2d,30
4649,4649,N03175,1911,78,76,64,#4e4c40,45
5030,5030,N05608,1911,125,116,95,#7d745f,60
4756,4756,N03530,1911,168,160,134,#a8a086,75
4759,4759,N03560,1911,170,165,150,#aaa596,90
4811,4811,N04173,1911,179,172,155,#b3ac9b,105
4813,4813,N04175,1911,196,181,160,#c4b5a0,120
4763,4763,N03578,1911,198,201,181,#c6c9b5,135
5303,5303,T01821,1912,50,52,50,#323432,15
7079,7079,T12995,1912,107,70,67,#6b4643,30
4764,4764,N03579,1912,125,119,107,#7d776b,45
5009,5009,N05356,1912,149,133,110,#95856e,60
5113,5113,N06233,1912,169,159,144,#a99f90,75
5156,5156,T00048,1912,189,172,150,#bdac96,90
5160,5160,T00108,1912,193,185,166,#c1b9a6,105
5318,5318,T01989,1912,200,128,98,#c88062,120
5118,5118,N06257,1912,204,199,186,#ccc7ba,135
5079,5079,N05775,1912,216,190,171,#d8beab,150
5108,5108,N06081,1913,37,37,23,#252517,15
5201,5201,T00878,1913,47,62,68,#2f3e44,30
4625,4625,N02938,1913,101,98,95,#65625f,45
4700,4700,N03405,1913,117,111,86,#756f56,60
7080,7080,T12996,1913,153,129,103,#998167,75
4979,4979,N05217,1913,168,159,142,#a89f8e,90
5360,5360,T03358,1913,170,154,124,#aa9a7c,105
4634,4634,N03037,1913,178,174,156,#b2ae9c,120
5024,5024,N05433,1913,184,166,132,#b8a684,135
5199,5199,T00723,1913,190,155,81,#be9b51,150
5087,5087,N05886,1913,195,178,153,#c3b299,165
4855,4855,N04332,1913,198,185,159,#c6b99f,180
4758,4758,N03559,1913,200,194,180,#c8c2b4,195
4662,4662,N03282,1914,58,54,35,#3a3623,15
5314,5314,T01946,1914,111,115,104,#6f7368,30
5316,5316,T01963,1914,168,146,126,#a8927e,45
5297,5297,T01744,1914,174,157,124,#ae9d7c,60
5362,5362,T03570,1914,221,203,191,#ddcbbf,75
5106,5106,N06043,1914,221,204,173,#ddccad,90
4783,4783,N03716,1914,227,207,193,#e3cfc1,105
5195,5195,T00623,1915,61,72,69,#3d4845,15
5196,5196,T00624,1915,114,126,120,#727e78,30
4949,4949,N05140,1915,142,140,127,#8e8c7f,45
5301,5301,T01786,1915,160,164,135,#a0a487,60
5194,5194,T00622,1915,164,152,136,#a49888,75
5198,5198,T00717,1915,175,163,141,#afa38d,90
4950,4950,N05152,1915,176,121,70,#b07946,105
5165,5165,T00155,1915,176,153,122,#b0997a,120
5302,5302,T01787,1915,187,188,173,#bbbcad,135
4819,4819,N04228,1915,210,201,182,#d2c9b6,150
4711,4711,N03437,1916,124,98,69,#7c6245,15
262,262,A01051,1916,131,133,138,#83858a,30
249,249,A01038,1916,147,142,126,#938e7e,45
268,268,A01057,1916,147,164,185,#93a4b9,60
4712,4712,N03438,1916,148,138,112,#948a70,75
5163,5163,T00131,1916,164,146,117,#a49275,90
4951,4951,N05153,1916,164,155,129,#a49b81,105
265,265,A01054,1916,164,156,143,#a49c8f,120
258,258,A01047,1916,169,160,139,#a9a08b,135
254,254,A01043,1916,170,158,136,#aa9e88,150
263,263,A01052,1916,172,150,147,#ac9693,165
270,270,A01060,1916,175,160,128,#afa080,180
269,269,A01058,1916,180,164,131,#b4a483,195
252,252,A01041,1916,182,165,154,#b6a59a,210
4717,4717,N03444,1916,186,154,108,#ba9a6c,225
4713,4713,N03439,1916,187,189,171,#bbbdab,240
253,253,A01042,1916,191,167,150,#bfa796,255
267,267,A01056,1916,192,183,180,#c0b7b4,270
266,266,A01055,1916,194,183,175,#c2b7af,285
251,251,A01040,1916,203,186,177,#cbbab1,300
260,260,A01049,1916,204,193,180,#ccc1b4,315
4710,4710,N03436,1916,212,207,190,#d4cfbe,330
4708,4708,N03434,1916,217,201,172,#d9c9ac,345
4801,4801,N03994,1916,217,202,189,#d9cabd,360
259,259,A01048,1916,220,208,183,#dcd0b7,375
255,255,A01044,1916,223,218,205,#dfdacd,390
4709,4709,N03435,1916,228,230,212,#e4e6d4,405
4715,4715,N03441,1917,72,55,36,#483724,15
4754,4754,N03522,1917,139,96,59,#8b603b,30
256,256,A01045,1917,173,168,152,#ada898,45
4798,4798,N03905,1917,174,143,97,#ae8f61,60
4716,4716,N03443,1917,174,149,114,#ae9572,75
4718,4718,N03445,1917,189,166,113,#bda671,90
257,257,A01046,1917,189,183,176,#bdb7b0,105
250,250,A01039,1917,200,204,194,#c8ccc2,120
261,261,A01050,1917,208,195,177,#d0c3b1,135
4714,4714,N03440,1917,213,200,175,#d5c8af,150
264,264,A01053,1917,220,215,197,#dcd7c5,165
5369,5369,T03694,1918,60,61,54,#3c3d36,15
5114,5114,N06234,1918,167,157,119,#a79d77,30
4903,4903,N04687,1918,192,179,160,#c0b3a0,45
4815,4815,N04213,1919,56,58,49,#383a31,15
4877,4877,N04501,1919,110,100,73,#6e6449,30
5320,5320,T01991,1919,161,153,138,#a1998a,45
5117,5117,N06255,1919,175,162,140,#afa28c,60
5319,5319,T01990,1919,179,168,146,#b3a892,75
4796,4796,N03874,1919,188,173,143,#bcad8f,90
7036,7036,T11792,1919,195,184,168,#c3b8a8,105
5328,5328,T02074,1919,200,199,179,#c8c7b3,120
4752,4752,N03508,1919,209,209,180,#d1d1b4,135
5182,5182,T00322,1920,122,116,98,#7a7462,15
4859,4859,N04336,1920,124,121,107,#7c796b,30
5342,5342,T02315,1920,132,113,113,#847171,45
5356,5356,T03336,1920,146,131,113,#928371,60
4761,4761,N03567,1920,157,143,105,#9d8f69,75
5037,5037,N05658,1920,160,147,82,#a09352,90
5170,5170,T00193,1920,166,159,139,#a69f8b,105
5367,5367,T03663,1920,192,190,181,#c0beb5,120
7057,7057,T12630,1920,225,211,191,#e1d3bf,135
4777,4777,N03661,1920,231,225,202,#e7e1ca,150
5036,5036,N05657,1921,49,47,27,#312f1b,15
5013,5013,N05382,1921,60,56,48,#3c3830,30
4793,4793,N03843,1921,89,87,74,#59574a,45
5268,5268,T01604,1921,156,160,126,#9ca07e,60
5183,5183,T00393,1921,185,174,150,#b9ae96,75
5180,5180,T00305,1922,40,39,38,#282726,15
4797,4797,N03878,1922,69,73,92,#45495c,30
5038,5038,N05659,1922,73,67,54,#494336,45
4786,4786,N03721,1922,132,112,74,#84704a,60
5006,5006,N05312,1922,148,112,74,#94704a,75
4471,4471,N01360,1922,167,164,119,#a7a477,90
4825,4825,N04245,1922,200,190,180,#c8beb4,105
5530,5530,T06855,1922,211,191,153,#d3bf99,120
4782,4782,N03715,1922,216,215,208,#d8d7d0,135
4785,4785,N03720,1923,78,77,65,#4e4d41,15
4795,4795,N03873,1923,82,70,70,#524646,30
4856,4856,N04333,1923,209,198,150,#d1c696,45
4799,4799,N03906,1923,209,208,191,#d1d0bf,60
4858,4858,N04335,1923,213,200,177,#d5c8b1,75
4881,4881,N04513,1923,216,199,171,#d8c7ab,90
5019,5019,N05419,1924,120,145,137,#789189,15
5018,5018,N05418,1924,187,188,168,#bbbca8,30
5184,5184,T00394,1924,197,199,187,#c5c7bb,45
4916,4916,N04918,1924,201,183,135,#c9b787,60
4809,4809,N04150,1925,147,136,112,#938870,15
5372,5372,T03820,1925,164,151,133,#a49785,30
4902,4902,N04686,1925,190,175,156,#beaf9c,45
4857,4857,N04334,1925,215,204,171,#d7ccab,60
4822,4822,N04242,1925,219,200,175,#dbc8af,75
4901,4901,N04685,1925,232,225,207,#e8e1cf,90
4886,4886,N04558,1926,120,122,106,#787a6a,15
4818,4818,N04226,1926,133,130,111,#85826f,30
5112,5112,N06215,1926,150,135,112,#968770,45
4824,4824,N04244,1926,185,179,156,#b9b39c,60
5520,5520,T06798,1926,200,196,192,#c8c4c0,75
5519,5519,T06797,1927,116,83,62,#74533e,15
4915,4915,N04850,1927,166,156,139,#a69c8b,30
5518,5518,T06795,1927,167,154,133,#a79a85,45
5157,5157,T00059,1927,180,167,145,#b4a791,60
4875,4875,N04438,1927,186,177,155,#bab19b,75
4876,4876,N04481,1928,162,158,142,#a29e8e,15
4948,4948,N05138,1929,177,166,138,#b1a68a,15
4900,4900,N04648,1929,197,184,151,#c5b897,30
4944,4944,N05128,1929,205,192,171,#cdc0ab,45
4883,4883,N04546,1929,222,221,199,#deddc7,60
4977,4977,N05213,1930,111,104,76,#6f684c,15
4890,4890,N04601,1930,132,122,91,#847a5b,30
4917,4917,N04940,1930,154,148,134,#9a9486,45
5015,5015,N05411,1930,178,164,145,#b2a491,60
5152,5152,T00019,1930,193,181,162,#c1b5a2,75
4884,4884,N04547,1930,201,186,167,#c9baa7,90
244,244,A01029,1931,51,44,25,#332c19,15
247,247,A01032,1931,54,51,37,#363325,30
5027,5027,N05549,1931,57,56,51,#393833,45
246,246,A01031,1931,58,52,35,#3a3423,60
248,248,A01033,1931,135,101,72,#876548,75
245,245,A01030,1931,215,208,159,#d7d09f,90
4930,4930,N05054,1932,165,160,142,#a5a08e,15
5486,5486,T05503,1932,174,166,148,#aea694,30
5000,5000,N05274,1932,178,164,144,#b2a490,45
5161,5161,T00126,1932,198,182,160,#c6b6a0,60
5090,5090,N05891,1932,204,190,161,#ccbea1,75
5349,5349,T03204,1932,209,210,203,#d1d2cb,90
4907,4907,N04753,1933,33,31,14,#211f0e,15
5497,5497,T05760,1933,65,70,61,#41463d,30
5549,5549,T07828,1933,155,150,136,#9b9688,45
5510,5510,T06457,1933,187,172,157,#bbac9d,60
5089,5089,N05890,1933,217,207,187,#d9cfbb,75
5025,5025,N05457,1934,176,175,166,#b0afa6,15
5326,5326,T02055,1934,198,183,170,#c6b7aa,30
5175,5175,T00270,1935,122,117,98,#7a7562,15
5014,5014,N05402,1935,192,185,169,#c0b9a9,30
5017,5017,N05413,1935,209,205,192,#d1cdc0,45
5522,5522,T06836,1935,217,203,180,#d9cbb4,60
5270,5270,T01608,1936,31,30,23,#1f1e17,15
5271,5271,T01611,1936,63,58,42,#3f3a2a,30
5496,5496,T05759,1936,80,77,75,#504d4b,45
5330,5330,T02091,1936,100,91,65,#645b41,60
5550,5550,T07830,1936,150,91,50,#965b32,75
5495,5495,T05758,1936,170,118,89,#aa7659,90
5300,5300,T01771,1936,170,164,154,#aaa49a,105
5325,5325,T02041,1936,177,163,143,#b1a38f,120
5327,5327,T02056,1936,177,165,150,#b1a596,135
5523,5523,T06837,1936,216,214,202,#d8d6ca,150
5269,5269,T01606,1936,235,234,228,#ebeae4,165
4929,4929,N05043,1937,36,36,29,#24241d,15
5001,5001,N05287,1937,156,151,147,#9c9793,30
7039,7039,T12162,1937,160,149,137,#a09589,45
5028,5028,N05550,1937,172,158,132,#ac9e84,60
5350,5350,T03205,1937,194,191,174,#c2bfae,75
5272,5272,T01613,1937,206,198,183,#cec6b7,90
5488,5488,T05525,1937,208,197,174,#d0c5ae,105
5256,5256,T01099,1937,229,226,233,#e5e2e9,120
5176,5176,T00271,1938,33,31,23,#211f17,15
5322,5322,T02021,1938,39,36,35,#272423,30
5274,5274,T01616,1938,150,141,94,#968d5e,45
5007,5007,N05315,1938,153,147,137,#999389,60
5016,5016,N05412,1938,166,165,154,#a6a59a,75
7066,7066,T12661,1938,216,200,180,#d8c8b4,90
5273,5273,T01614,1938,241,241,236,#f1f1ec,105
4954,4954,N05156,1939,112,104,77,#70684d,15
4946,4946,N05136,1939,150,147,128,#969380,30
4955,4955,N05164,1939,163,148,90,#a3945a,45
4973,4973,N05206,1939,180,167,151,#b4a797,60
4947,4947,N05137,1939,195,182,149,#c3b695,75
7068,7068,T12706,1939,207,193,175,#cfc1af,90
5547,5547,T07814,1939,219,187,133,#dbbb85,105
5275,5275,T01619,1939,233,240,242,#e9f0f2,120
5280,5280,T01625,1940,56,56,48,#383830,15
5051,5051,N05686,1940,57,48,43,#39302b,30
5281,5281,T01626,1940,65,64,54,#414036,45
5277,5277,T01622,1940,65,66,54,#414236,60
5278,5278,T01623,1940,73,66,54,#494236,75
5077,5077,N05734,1940,92,80,68,#5c5044,90
4978,4978,N05215,1940,105,98,74,#69624a,105
4976,4976,N05210,1940,109,103,71,#6d6747,120
4956,4956,N05165,1940,112,77,80,#704d50,135
5045,5045,N05679,1940,117,103,80,#756750,150
4957,4957,N05166,1940,121,107,106,#796b6a,165
5060,5060,N05706,1940,122,121,117,#7a7975,180
4974,4974,N05208,1940,125,109,83,#7d6d53,195
5071,5071,N05723,1940,139,143,135,#8b8f87,210
5070,5070,N05722,1940,140,138,112,#8c8a70,225
5067,5067,N05716,1940,141,138,120,#8d8a78,240
4975,4975,N05209,1940,148,137,115,#948973,255
5380,5380,T04155,1940,148,151,144,#949790,270
5266,5266,T01472,1940,171,172,163,#abaca3,285
5323,5323,T02036,1940,176,168,166,#b0a8a6,300
4958,4958,N05168,1940,183,173,136,#b7ad88,315
5282,5282,T01627,1940,188,187,176,#bcbbb0,330
5066,5066,N05715,1940,191,186,173,#bfbaad,345
5039,5039,N05671,1940,196,178,150,#c4b296,360
5276,5276,T01621,1940,202,196,183,#cac4b7,375
4945,4945,N05129,1940,210,199,184,#d2c7b8,390
4959,4959,N05169,1940,211,209,190,#d3d1be,405
5279,5279,T01624,1940,214,207,195,#d6cfc3,420
5381,5381,T04156,1941,42,37,30,#2a251e,15
5040,5040,N05672,1941,52,54,46,#34362e,30
5065,5065,N05712,1941,59,59,60,#3b3b3c,45
5500,5500,T05811,1941,60,54,35,#3c3623,60
5264,5264,T01262,1941,60,59,53,#3c3b35,75
5078,5078,N05736,1941,65,62,55,#413e37,90
5048,5048,N05682,1941,68,64,53,#444035,105
5061,5061,N05707,1941,77,77,75,#4d4d4b,120
5062,5062,N05708,1941,79,77,74,#4f4d4a,135
5047,5047,N05681,1941,87,64,50,#574032,150
5012,5012,N05377,1941,91,76,66,#5b4c42,165
5063,5063,N05709,1941,109,105,97,#6d6961,180
5049,5049,N05683,1941,121,112,90,#79705a,195
5046,5046,N05680,1941,128,120,92,#80785c,210
5501,5501,T05812,1941,130,101,52,#826534,225
5064,5064,N05711,1941,142,145,140,#8e918c,240
5043,5043,N05677,1941,153,140,120,#998c78,255
5072,5072,N05724,1941,154,151,130,#9a9782,270
5044,5044,N05678,1941,163,150,127,#a3967f,285
5008,5008,N05316,1941,165,167,177,#a5a7b1,300
5499,5499,T05810,1941,190,155,47,#be9b2f,315
5265,5265,T01263,1941,192,180,162,#c0b4a2,330
5283,5283,T01633,1941,208,202,190,#d0cabe,345
5507,5507,T05835,1942,43,39,30,#2b271e,15
5553,5553,T07834,1942,55,51,46,#37332e,30
5285,5285,T01639,1942,59,52,38,#3b3426,45
5068,5068,N05719,1942,63,60,52,#3f3c34,60
5011,5011,N05371,1942,171,163,143,#aba38f,75
5053,5053,N05696,1942,199,186,166,#c7baa6,90
5031,5031,N05610,1942,199,199,184,#c7c7b8,105
5284,5284,T01638,1942,202,184,157,#cab89d,120
7072,7072,T12714,1942,205,196,185,#cdc4b9,135
5073,5073,N05725,1942,208,202,185,#d0cab9,150
7059,7059,T12635,1942,210,199,185,#d2c7b9,165
5050,5050,N05684,1942,211,185,168,#d3b9a8,180
5491,5491,T05703,1943,30,30,22,#1e1e16,15
5052,5052,N05694,1943,34,30,18,#221e12,30
5340,5340,T02255,1943,67,53,42,#43352a,45
5537,5537,T07115,1943,132,122,89,#847a59,60
5059,5059,N05702,1943,169,164,141,#a9a48d,75
5508,5508,T06446,1944,74,69,55,#4a4537,15
5041,5041,N05673,1944,74,78,67,#4a4e43,30
5075,5075,N05728,1944,91,91,76,#5b5b4c,45
5076,5076,N05731,1944,92,92,77,#5c5c4d,60
5069,5069,N05721,1944,124,122,111,#7c7a6f,75
5074,5074,N05726,1944,126,115,89,#7e7359,90
5459,5459,T04845,1944,130,106,80,#826a50,105
5057,5057,N05700,1944,143,146,143,#8f928f,120
5056,5056,N05699,1944,148,150,120,#949678,135
5055,5055,N05698,1944,150,146,130,#969282,150
5054,5054,N05697,1944,177,167,145,#b1a791,165
7058,7058,T12632,1944,186,173,157,#baad9d,180
7061,7061,T12640,1944,202,185,166,#cab9a6,195
5098,5098,N05928,1945,58,61,54,#3a3d36,15
5169,5169,T00185,1945,105,102,76,#69664c,30
5042,5042,N05674,1945,115,109,92,#736d5c,45
7038,7038,T12041,1945,151,137,95,#97895f,60
5058,5058,N05701,1945,179,180,171,#b3b4ab,75
7074,7074,T12722,1945,188,174,158,#bcae9e,90
5348,5348,T03193,1946,17,25,23,#111917,15
5177,5177,T00274,1946,58,51,44,#3a332c,30
5171,5171,T00209,1946,104,91,75,#685b4b,45
5545,5545,T07696,1946,137,125,89,#897d59,60
562,562,AR00629,1946,188,181,167,#bcb5a7,75
5516,5516,T06667,1946,202,205,193,#cacdc1,90
5172,5172,T00210,1946,204,189,164,#ccbda4,105
5111,5111,N06214,1947,139,134,118,#8b8676,15
5462,5462,T04934,1948,27,26,25,#1b1a19,15
5379,5379,T04150,1948,213,208,190,#d5d0be,30
5490,5490,T05700,1949,112,98,77,#70624d,15
5339,5339,T02254,1949,114,113,101,#727165,30
5122,5122,P07741,1949,171,164,142,#aba48e,45
550,550,AR00095,1949,171,164,145,#aba491,60
5099,5099,N05947,1949,196,192,184,#c4c0b8,75
5100,5100,N05948,1949,211,201,184,#d3c9b8,90
5191,5191,T00572,1951,60,64,53,#3c4035,15
271,271,A01061,1951,210,166,127,#d2a67f,30
273,273,A01063,1951,213,176,133,#d5b085,45
272,272,A01062,1951,214,178,140,#d6b28c,60
5515,5515,T06636,1951,218,209,198,#dad1c6,75
5151,5151,T00013,1952,84,83,76,#54534c,15
552,552,AR00098,1952,197,193,181,#c5c1b5,30
5338,5338,T02233,1952,202,186,155,#caba9b,45
5159,5159,T00084,1952,211,201,184,#d3c9b8,60
551,551,AR00097,1952,221,215,182,#ddd7b6,75
5511,5511,T06458,1953,28,26,19,#1c1a13,15
5158,5158,T00060,1953,68,71,60,#44473c,30
5548,5548,T07819,1953,143,147,137,#8f9389,45
563,563,AR00631,1953,211,203,197,#d3cbc5,60
5155,5155,T00036,1954,50,59,51,#323b33,15
5493,5493,T05719,1954,166,119,93,#a6775d,30
5324,5324,T02038,1954,170,163,144,#aaa390,45
553,553,AR00101,1954,188,179,139,#bcb38b,60
5149,5149,T00002,1954,190,181,158,#beb59e,75
564,564,AR00632,1954,195,192,180,#c3c0b4,90
5551,5551,T07831,1954,199,184,157,#c7b89d,105
5150,5150,T00009,1954,206,206,209,#ceced1,120
567,567,AR00636,1954,208,203,184,#d0cbb8,135
566,566,AR00635,1954,210,204,194,#d2ccc2,150
554,554,AR00102,1954,212,203,185,#d4cbb9,165
565,565,AR00633,1954,231,224,197,#e7e0c5,180
5167,5167,T00174,1955,63,59,52,#3f3b34,15
5154,5154,T00035,1955,158,147,133,#9e9385,30
5353,5353,T03309,1955,167,155,135,#a79b87,45
555,555,AR00103,1955,196,173,127,#c4ad7f,60
568,568,AR00637,1956,188,163,118,#bca376,15
5192,5192,T00573,1957,150,135,100,#968764,15
5174,5174,T00254,1957,174,161,140,#aea18c,30
5164,5164,T00148,1957,196,189,177,#c4bdb1,45
5181,5181,T00314,1958,48,30,23,#301e17,15
5193,5193,T00574,1958,87,84,61,#57543d,30
5179,5179,T00281,1958,136,137,138,#88898a,45
5509,5509,T06450,1958,167,152,130,#a79882,60
557,557,AR00107,1958,180,166,139,#b4a68b,75
5189,5189,T00494,1958,192,189,175,#c0bdaf,90
556,556,AR00105,1958,193,181,146,#c1b592,105
569,569,AR00641,1958,200,179,137,#c8b389,120
5331,5331,T02100,1959,104,100,91,#68645b,15
5178,5178,T00280,1959,120,116,106,#78746a,30
559,559,AR00114,1959,211,203,185,#d3cbb9,45
558,558,AR00112,1959,227,219,199,#e3dbc7,60
5185,5185,T00444,1960,81,93,84,#515d54,15
5333,5333,T02104,1960,191,181,167,#bfb5a7,30
5524,5524,T06839,1960,207,182,145,#cfb691,45
5188,5188,T00488,1961,48,57,69,#303945,15
5187,5187,T00487,1961,118,104,83,#766853,30
570,570,AR00649,1961,222,215,190,#ded7be,45
5254,5254,T01036,1961,224,213,203,#e0d5cb,60
5263,5263,T01260,1962,69,62,51,#453e33,15
5521,5521,T06831,1962,71,55,55,#473737,30
571,571,AR00655,1962,180,153,101,#b49965,45
5200,5200,T00735,1964,200,193,182,#c8c1b6,15
560,560,AR00123,1965,166,126,58,#a67e3a,15
7069,7069,T12707,1965,169,137,108,#a9896c,30
5306,5306,T01850,1965,249,247,233,#f9f7e9,45
5255,5255,T01066,1967,133,131,95,#85835f,15
5525,5525,T06840,1967,233,226,211,#e9e2d3,30
5257,5257,T01126,1968,47,70,86,#2f4656,15
7071,7071,T12713,1968,185,165,134,#b9a586,30
5126,5126,P11512,1969,236,226,207,#ece2cf,15
5374,5374,T03905,1970,35,35,34,#232322,15
7067,7067,T12682,1970,182,152,115,#b69873,30
7063,7063,T12643,1970,191,179,156,#bfb39c,45
5368,5368,T03664,1971,156,149,140,#9c958c,15
7078,7078,T12828,1971,209,208,207,#d1d0cf,30
5305,5305,T01847,1971,216,200,164,#d8c8a4,45
7077,7077,T12827,1971,237,211,226,#edd3e2,60
5298,5298,T01756,1972,89,99,77,#59634d,15
5526,5526,T06843,1973,229,221,207,#e5ddcf,15
5337,5337,T02209,1974,154,138,107,#9a8a6b,15
5317,5317,T01966,1974,205,210,188,#cdd2bc,30
5336,5336,T02111,1975,141,146,122,#8d927a,15
7073,7073,T12715,1975,168,149,127,#a8957f,30
7065,7065,T12658,1975,184,167,152,#b8a798,45
5465,5465,T04998,1976,124,109,93,#7c6d5d,15
5466,5466,T04999,1976,160,150,125,#a0967d,30
5467,5467,T05000,1976,177,159,129,#b19f81,45
5134,5134,P12050,1976,191,188,182,#bfbcb6,60
5127,5127,P12043,1976,192,195,190,#c0c3be,75
5329,5329,T02081,1976,197,184,167,#c5b8a7,90
7075,7075,T12728,1976,198,185,175,#c6b9af,105
