,accession_number,year,r,g,b,hex,value
4398,D40281,,213,201,172,#d5c9ac,1
4399,D40286,,186,179,161,#bab3a1,1
4400,D40300,1831,228,220,203,#e4dccb,1
4401,D40303,1820,231,227,205,#e7e3cd,1
4402,D40304,1820,222,217,182,#ded9b6,1
4403,D40305,,219,213,197,#dbd5c5,1
4404,D40311,1821,227,219,204,#e3dbcc,1
4405,D40315,1830,241,231,206,#f1e7ce,1
4406,D40316,1842,28,30,31,#1c1e1f,1
4407,D40324,,239,226,202,#efe2ca,1
4408,D40326,1841,228,223,206,#e4dfce,1
4409,D40334,1792,221,211,189,#ddd3bd,1
4410,D40335,1794,222,204,185,#deccb9,1
4411,D40336,1797,219,207,181,#dbcfb5,1
4412,D40338,1797,226,214,188,#e2d6bc,1
4413,D40385,,226,223,207,#e2dfcf,1
4414,D40387,,178,164,141,#b2a48d,1
4415,D40391,,213,212,195,#d5d4c3,1
4416,D40399,,192,192,179,#c0c0b3,1
4417,D40434,,221,209,185,#ddd1b9,1
4418,D40471,,204,188,159,#ccbc9f,1
4419,D40489,1830,205,190,161,#cdbea1,1
4420,D40490,,205,193,172,#cdc1ac,1
4421,D40493,,127,97,63,#7f613f,1
4422,D40503,,214,198,167,#d6c6a7,1
4423,D40507,,229,220,195,#e5dcc3,1
4424,D40509,,200,187,157,#c8bb9d,1
4425,D40510,,208,196,169,#d0c4a9,1
4426,D40511,,218,191,157,#dabf9d,1
4427,D40514,,216,196,157,#d8c49d,1
4428,D40515,,221,209,185,#ddd1b9,1
4429,D40516,1843,202,174,146,#caae92,1
4430,D40517,1843,221,213,195,#ddd5c3,1
4431,D40520,1829,229,221,212,#e5ddd4,1
4432,D40527,,188,169,140,#bca98c,1
4433,D40528,,187,170,141,#bbaa8d,1
4434,D40538,,194,180,152,#c2b498,1
4435,D40577,1819,41,39,36,#292724,1
4436,D40578,1819,191,180,154,#bfb49a,1
4437,D40582,1816,23,23,23,#171717,1
4438,D40584,1819,40,39,36,#282724,1
4439,D40719,1844,31,30,31,#1f1e1f,1
4440,D40734,1791,246,238,222,#f6eede,1
4441,D40735,1791,44,44,42,#2c2c2a,1
4442,D40736,1791,229,213,188,#e5d5bc,1
4443,D40738,1789,239,231,211,#efe7d3,1
4444,D40739,1789,245,237,218,#f5edda,1
4445,D40740,1789,240,234,215,#f0ead7,1
4446,D40747,1834,31,27,25,#1f1b19,1
4447,D40763,1797,136,113,94,#88715e,1
4448,D40786,1802,36,36,34,#242422,1
4449,D40963,1823,48,49,47,#30312f,1
4450,D40964,1823,34,34,32,#222220,1
4451,D40969,1825,204,188,159,#ccbc9f,1
4452,D40970,1825,223,215,197,#dfd7c5,1
4453,D40972,1825,29,28,26,#1d1c1a,1
4454,D40973,1825,31,25,21,#1f1915,1
4455,D41221,1834,33,22,21,#211615,1
4456,D41414,1827,105,115,111,#69736f,1
4457,D41451,1798,184,149,87,#b89557,1
4458,D41452,1798,178,140,80,#b28c50,1
4459,D41453,1792,221,211,186,#ddd3ba,1
4460,D41454,1791,203,190,163,#cbbea3,1
4461,D41466,1799,225,216,197,#e1d8c5,1
4462,D41467,1804,219,212,195,#dbd4c3,1
4463,D41468,1820,204,194,171,#ccc2ab,1
4464,D41469,1830,111,122,122,#6f7a7a,1
4465,D41478,1830,238,234,216,#eeead8,1
4466,D41483,1824,220,217,203,#dcd9cb,1
4467,D41498,1843,225,221,210,#e1ddd2,1
4468,D41499,1842,210,196,170,#d2c4aa,1
4469,N00676,,207,212,211,#cfd4d3,1
4470,N01359,,57,37,24,#392518,1
4471,N01360,1922,167,164,119,#a7a477,1
4472,N01703,1889,183,158,112,#b79e70,1
4473,N01704,1887,169,121,87,#a97957,1
4474,N01706,1894,103,69,58,#67453a,1
4475,N01708,1896,133,111,94,#856f5e,1
4476,N01709,1889,145,133,77,#91854d,1
4477,N01710,1892,180,175,154,#b4af9a,1
4478,N01713,1879,174,157,128,#ae9d80,1
4479,N01715,1883,163,188,216,#a3bcd8,1
4480,N01716,,195,159,120,#c39f78,1
4481,N01718,1898,191,172,129,#bfac81,1
4482,N01719,1840,138,141,115,#8a8d73,1
4483,N01720,1834,190,168,134,#bea886,1
4484,N01722,1852,70,56,30,#46381e,1
4485,N01723,1889,119,105,79,#77694f,1
4486,N01725,1898,73,69,58,#49453a,1
4487,N01726,1899,135,121,112,#877970,1
4488,N01727,1841,153,137,114,#998972,1
4489,N01728,1837,201,193,167,#c9c1a7,1
4490,N01734,,224,206,170,#e0ceaa,1
4491,N01735,,204,186,160,#ccbaa0,1
4492,N01736,1842,82,69,49,#524531,1
4493,N01737,1837,184,171,143,#b8ab8f,1
4494,N01738,,175,145,105,#af9169,1
4495,N01739,1822,114,107,85,#726b55,1
4496,N01740,1833,224,225,213,#e0e1d5,1
4497,N01852,,169,148,116,#a99474,1
4498,N01854,,39,36,22,#272416,1
4499,N01855,,189,174,142,#bdae8e,1
4500,N01856,1782,136,124,98,#887c62,1
4501,N01911,1867,219,208,182,#dbd0b6,1
4502,N01931,1893,83,74,42,#534a2a,1
4503,N01932,1889,59,53,41,#3b3529,1
4504,N01933,1861,77,65,42,#4d412a,1
4505,N01934,1862,47,36,19,#2f2413,1
4506,N01942,1832,214,203,180,#d6cbb4,1
4507,N01970,1835,36,28,12,#241c0c,1
4508,N01971,1838,171,130,92,#ab825c,1
4509,N01972,,64,56,32,#403820,1
4510,N01973,,119,88,62,#77583e,1
4511,N01974,,71,68,35,#474423,1
4512,N01975,1830,59,50,39,#3b3227,1
4513,N01976,1860,209,210,216,#d1d2d8,1
4514,N01977,1862,105,97,77,#69614d,1
4515,N01978,1823,104,84,59,#68543b,1
4516,N02039,1859,188,174,126,#bcae7e,1
4517,N02040,1861,108,87,34,#6c5722,1
4518,N02047,,194,167,124,#c2a77c,1
4519,N02073,1906,48,40,16,#302810,1
4520,N02109,1860,151,150,116,#979674,1
4521,N02202,1832,218,217,203,#dad9cb,1
4522,N02230,1805,182,159,121,#b69f79,1
4523,N02231,1820,96,85,78,#60554e,1
4524,N02233,1790,149,148,125,#95947d,1
4525,N02264,1908,157,142,110,#9d8e6e,1
4526,N02299,1908,163,151,130,#a39782,1
4527,N02315,1831,69,66,51,#454233,1
4528,N02316,1833,205,184,154,#cdb89a,1
4529,N02317,1831,81,71,44,#51472c,1
4530,N02318,1831,207,189,159,#cfbd9f,1
4531,N02319,,132,127,110,#847f6e,1
4532,N02320,1834,170,158,132,#aa9e84,1
4533,N02321,1834,157,146,117,#9d9275,1
4534,N02323,1834,180,177,162,#b4b1a2,1
4535,N02324,1834,180,183,164,#b4b7a4,1
4536,N02325,1834,179,167,143,#b3a78f,1
4537,N02326,1834,202,200,182,#cac8b6,1
4538,N02327,1834,146,134,97,#928661,1
4539,N02329,,62,53,46,#3e352e,1
4540,N02330,,146,144,134,#929086,1
4541,N02331,1834,211,191,163,#d3bfa3,1
4542,N02332,1834,121,126,113,#797e71,1
4543,N02333,1834,219,212,187,#dbd4bb,1
4544,N02334,1834,211,209,193,#d3d1c1,1
4545,N02336,1834,92,95,84,#5c5f54,1
4546,N02337,1834,77,96,100,#4d6064,1
4547,N02338,,217,208,186,#d9d0ba,1
4548,N02339,,205,202,187,#cdcabb,1
4549,N02340,1834,209,210,195,#d1d2c3,1
4550,N02341,,206,197,172,#cec5ac,1
4551,N02342,,109,99,74,#6d634a,1
4552,N02343,,185,169,140,#b9a98c,1
4553,N02344,1834,53,52,36,#353424,1
4554,N02345,,69,62,49,#453e31,1
4555,N02346,,118,113,90,#76715a,1
4556,N02348,1838,128,120,93,#80785d,1
4557,N02350,1839,151,140,131,#978c83,1
4558,N02351,,180,173,163,#b4ada3,1
4559,N02352,1838,81,66,51,#514233,1
4560,N02353,,178,158,125,#b29e7d,1
4561,N02355,,42,36,32,#2a2420,1
4562,N02356,1839,221,215,200,#ddd7c8,1
4563,N02357,1840,141,130,103,#8d8267,1
4564,N02358,1840,135,121,94,#87795e,1
4565,N02359,1840,84,72,48,#544830,1
4566,N02360,1840,95,88,71,#5f5847,1
4567,N02361,1841,132,125,107,#847d6b,1
4568,N02362,1840,121,108,86,#796c56,1
4569,N02363,1840,99,84,65,#635441,1
4570,N02364,1841,175,165,144,#afa590,1
4571,N02365,1841,144,134,109,#90866d,1
4572,N02366,1840,167,152,116,#a79874,1
4573,N02367,1840,77,69,47,#4d452f,1
4574,N02368,1840,135,117,91,#87755b,1
4575,N02371,1843,177,177,165,#b1b1a5,1
4576,N02372,1843,214,207,187,#d6cfbb,1
4577,N02374,1843,71,63,46,#473f2e,1
4578,N02375,1844,190,196,213,#bec4d5,1
4579,N02376,1844,156,149,127,#9c957f,1
4580,N02377,1843,173,171,175,#adabaf,1
4581,N02378,,180,166,146,#b4a692,1
4582,N02379,,47,39,25,#2f2719,1
4583,N02380,1844,76,62,37,#4c3e25,1
4584,N02381,1844,84,78,59,#544e3b,1
4585,N02382,,79,72,60,#4f483c,1
4586,N02383,1844,74,69,48,#4a4530,1
4587,N02384,,137,128,106,#89806a,1
4588,N02385,,83,77,63,#534d3f,1
4589,N02386,,112,96,71,#706047,1
4590,N02387,1845,181,172,146,#b5ac92,1
4591,N02390,1840,120,111,80,#786f50,1
4592,N02435,1843,149,136,110,#95886e,1
4593,N02436,1880,201,186,159,#c9ba9f,1
4594,N02478,1900,54,52,44,#36342c,1
4595,N02479,1904,167,142,99,#a78e63,1
4596,N02684,1847,76,60,51,#4c3c33,1
4597,N02685,1864,214,170,138,#d6aa8a,1
4598,N02686,1786,114,116,85,#727455,1
4599,N02690,,128,98,42,#80622a,1
4600,N02726,1831,231,227,210,#e7e3d2,1
4601,N02733,,175,164,147,#afa493,1
4602,N02734,,220,210,180,#dcd2b4,1
4603,N02740,,189,176,153,#bdb099,1
4604,N02742,1838,208,192,164,#d0c0a4,1
4605,N02743,,223,219,207,#dfdbcf,1
4606,N02747,,221,214,196,#ddd6c4,1
4607,N02748,1838,137,122,102,#897a66,1
4608,N02749,1842,197,191,166,#c5bfa6,1
4609,N02751,1858,222,200,165,#dec8a5,1
4610,N02752,1858,163,151,126,#a3977e,1
4611,N02753,1858,225,212,179,#e1d4b3,1
4612,N02754,1860,189,177,154,#bdb19a,1
4613,N02755,,149,139,100,#958b64,1
4614,N02762,1872,136,111,61,#886f3d,1
4615,N02794,,160,119,79,#a0774f,1
4616,N02795,,159,127,93,#9f7f5d,1
4617,N02796,1858,204,190,164,#ccbea4,1
4618,N02797,1858,204,189,156,#ccbd9c,1
4619,N02798,1860,200,177,137,#c8b189,1
4620,N02799,1861,135,116,72,#877448,1
4621,N02855,1852,169,156,141,#a99c8d,1
4622,N02859,1857,140,100,88,#8c6458,1
4623,N02860,1857,116,127,95,#747f5f,1
4624,N02868,,165,153,128,#a59980,1
4625,N02938,1913,101,98,95,#65625f,1
4626,N02941,1811,226,202,166,#e2caa6,1
4627,N02942,1807,170,143,107,#aa8f6b,1
4628,N02972,,236,218,195,#ecdac3,1
4629,N03004,,106,88,69,#6a5845,1
4630,N03009,1864,144,111,77,#906f4d,1
4631,N03019,1905,124,111,67,#7c6f43,1
4632,N03020,,216,206,189,#d8cebd,1
4633,N03023,1863,215,194,165,#d7c2a5,1
4634,N03037,1913,178,174,156,#b2ae9c,1
4635,N03042,,117,93,64,#755d40,1
4636,N03043,,75,62,51,#4b3e33,1
4637,N03056,1855,113,75,65,#714b41,1
4638,N03057,1857,123,91,89,#7b5b59,1
4639,N03058,1857,136,91,85,#885b55,1
4640,N03059,1857,122,89,73,#7a5949,1
4641,N03060,1857,87,65,58,#57413a,1
4642,N03061,1857,138,146,109,#8a926d,1
4643,N03062,1862,33,16,11,#21100b,1
4644,N03063,1860,138,96,52,#8a6034,1
4645,N03064,1864,180,143,104,#b48f68,1
4646,N03149,1899,106,103,82,#6a6752,1
4647,N03155,1805,84,79,64,#544f40,1
4648,N03156,1856,77,74,52,#4d4a34,1
4649,N03175,1911,78,76,64,#4e4c40,1
4650,N03180,1909,102,96,72,#666048,1
4651,N03184,1908,167,160,144,#a7a090,1
4652,N03194,1899,139,120,55,#8b7837,1
4653,N03195,1904,149,122,92,#957a5c,1
4654,N03199,1910,182,177,163,#b6b1a3,1
4655,N03202,1856,57,68,106,#39446a,1
4656,N03204,1858,69,56,41,#453829,1
4657,N03211,,239,224,196,#efe0c4,1
4658,N03222,,194,156,125,#c29c7d,1
4659,N03223,,45,34,31,#2d221f,1
4660,N03228,1863,126,116,103,#7e7467,1
4661,N03229,1864,201,184,162,#c9b8a2,1
4662,N03282,1914,58,54,35,#3a3623,1
4663,N03283,1860,109,120,106,#6d786a,1
4664,N03312,1833,46,39,32,#2e2720,1
4665,N03321,1906,126,124,111,#7e7c6f,1
4666,N03322,1906,163,158,135,#a39e87,1
4667,N03326,1828,92,76,34,#5c4c22,1
4668,N03327,1818,204,194,172,#ccc2ac,1
4669,N03328,1818,193,187,166,#c1bba6,1
4670,N03329,1818,217,207,185,#d9cfb9,1
4671,N03330,1819,155,137,109,#9b896d,1
4672,N03331,1818,222,215,196,#ded7c4,1
4673,N03332,1821,218,205,183,#dacdb7,1
4674,N03333,,91,73,42,#5b492a,1
4675,N03344,1896,211,216,209,#d3d8d1,1
4676,N03351,1824,197,189,181,#c5bdb5,1
4677,N03352,1824,58,84,86,#3a5456,1
4678,N03353,1824,196,195,191,#c4c3bf,1
4679,N03354,1824,137,127,121,#897f79,1
4680,N03355,1824,227,230,241,#e3e6f1,1
4681,N03356,1824,137,131,116,#898374,1
4682,N03357,1824,199,202,194,#c7cac2,1
4683,N03358,1824,142,129,103,#8e8167,1
4684,N03359,1824,177,165,143,#b1a58f,1
4685,N03360,1824,193,178,149,#c1b295,1
4686,N03361,1824,228,225,230,#e4e1e6,1
4687,N03362,1824,221,211,207,#ddd3cf,1
4688,N03363,1824,191,177,144,#bfb190,1
4689,N03364,1824,216,221,225,#d8dde1,1
4690,N03365,1824,192,189,182,#c0bdb6,1
4691,N03366,1824,217,213,222,#d9d5de,1
4692,N03367,1824,177,166,144,#b1a690,1
4693,N03368,1824,209,206,163,#d1cea3,1
4694,N03369,1824,160,147,146,#a09392,1
4695,N03370,1827,234,240,236,#eaf0ec,1
4696,N03373,1795,107,99,89,#6b6359,1
4697,N03374,1795,133,121,111,#85796f,1
4698,N03395,1843,141,124,96,#8d7c60,1
4699,N03396,1807,179,157,130,#b39d82,1
4700,N03405,1913,117,111,86,#756f56,1
4701,N03406,1904,187,190,175,#bbbeaf,1
4702,N03407,1904,146,107,92,#926b5c,1
4703,N03408,1904,205,186,180,#cdbab4,1
4704,N03409,1859,149,128,104,#958068,1
4705,N03413,1909,204,189,151,#ccbd97,1
4706,N03428,1873,82,70,60,#52463c,1
4707,N03432,1882,202,171,134,#caab86,1
4708,N03434,1916,217,201,172,#d9c9ac,1
4709,N03435,1916,228,230,212,#e4e6d4,1
4710,N03436,1916,212,207,190,#d4cfbe,1
4711,N03437,1916,124,98,69,#7c6245,1
4712,N03438,1916,148,138,112,#948a70,1
4713,N03439,1916,187,189,171,#bbbdab,1
4714,N03440,1917,213,200,175,#d5c8af,1
4715,N03441,1917,72,55,36,#483724,1
4716,N03443,1917,174,149,114,#ae9572,1
4717,N03444,1916,186,154,108,#ba9a6c,1
4718,N03445,1917,189,166,113,#bda671,1
4719,N03453,1898,165,141,109,#a58d6d,1
4720,N03469,1911,48,49,50,#303132,1
4721,N03471,1856,177,156,125,#b19c7d,1
4722,N03477,,232,213,177,#e8d5b1,1
4723,N03478,,215,188,143,#d7bc8f,1
4724,N03479,,192,155,111,#c09b6f,1
4725,N03480,1840,194,168,128,#c2a880,1
4726,N03481,,195,156,114,#c39c72,1
4727,N03482,,189,154,111,#bd9a6f,1
4728,N03483,,209,189,155,#d1bd9b,1
4729,N03484,,75,57,38,#4b3926,1
4730,N03485,,216,179,134,#d8b386,1
4731,N03486,,224,203,166,#e0cba6,1
4732,N03487,1849,227,201,159,#e3c99f,1
4733,N03488,,205,191,164,#cdbfa4,1
4734,N03489,,206,176,134,#ceb086,1
4735,N03490,,223,205,170,#dfcdaa,1
4736,N03491,,191,169,137,#bfa989,1
4737,N03492,,77,55,35,#4d3723,1
4738,N03493,,228,215,192,#e4d7c0,1
4739,N03494,,218,188,144,#dabc90,1
4740,N03495,,201,167,127,#c9a77f,1
4741,N03496,,188,158,121,#bc9e79,1
4742,N03497,,76,57,36,#4c3924,1
4743,N03498,,210,171,123,#d2ab7b,1
4744,N03499,,233,199,141,#e9c78d,1
4745,N03500,1852,107,81,64,#6b5140,1
4746,N03501,,86,66,53,#564235,1
4747,N03502,,95,70,52,#5f4634,1
4748,N03503,,130,108,84,#826c54,1
4749,N03504,1850,123,92,62,#7b5c3e,1
4750,N03505,,68,59,47,#443b2f,1
4751,N03507,1845,119,106,82,#776a52,1
4752,N03508,1919,209,209,180,#d1d1b4,1
4753,N03516,1868,114,98,59,#72623b,1
4754,N03522,1917,139,96,59,#8b603b,1
4755,N03525,1874,120,94,52,#785e34,1
4756,N03530,1911,168,160,134,#a8a086,1
4757,N03531,1851,208,192,160,#d0c0a0,1
4758,N03559,1913,200,194,180,#c8c2b4,1
4759,N03560,1911,170,165,150,#aaa596,1
4760,N03564,,101,90,37,#655a25,1
4761,N03567,1920,157,143,105,#9d8f69,1
4762,N03577,,184,178,165,#b8b2a5,1
4763,N03578,1911,198,201,181,#c6c9b5,1
4764,N03579,1912,125,119,107,#7d776b,1
4765,N03599,1860,55,50,36,#373224,1
4766,N03607,1894,60,56,47,#3c382f,1
4767,N03623,,193,178,153,#c1b299,1
4768,N03624,1771,220,200,169,#dcc8a9,1
4769,N03625,,147,126,83,#937e53,1
4770,N03631,1806,171,128,90,#ab805a,1
4771,N03633,1805,182,168,141,#b6a88d,1
4772,N03634,1805,129,122,102,#817a66,1
4773,N03635,1805,155,153,137,#9b9989,1
4774,N03654,,111,90,66,#6f5a42,1
4775,N03658,1908,192,176,159,#c0b09f,1
4776,N03660,1908,180,169,143,#b4a98f,1
4777,N03661,1920,231,225,202,#e7e1ca,1
4778,N03667,1804,172,152,118,#ac9876,1
4779,N03676,1908,189,185,181,#bdb9b5,1
4780,N03680,1895,170,152,132,#aa9884,1
4781,N03696,1796,229,220,204,#e5dccc,1
4782,N03715,1922,216,215,208,#d8d7d0,1
4783,N03716,1914,227,207,193,#e3cfc1,1
4784,N03719,,80,75,74,#504b4a,1
4785,N03720,1923,78,77,65,#4e4d41,1
4786,N03721,1922,132,112,74,#84704a,1
4787,N03722,1911,62,60,45,#3e3c2d,1
4788,N03786,1863,202,197,180,#cac5b4,1
4789,N03804,1910,51,51,58,#33333a,1
4790,N03809,,203,177,143,#cbb18f,1
4791,N03822,1862,47,50,51,#2f3233,1
4792,N03834,1909,193,180,162,#c1b4a2,1
4793,N03843,1921,89,87,74,#59574a,1
4794,N03872,1861,187,169,118,#bba976,1
4795,N03873,1923,82,70,70,#524646,1
4796,N03874,1919,188,173,143,#bcad8f,1
4797,N03878,1922,69,73,92,#45495c,1
4798,N03905,1917,174,143,97,#ae8f61,1
4799,N03906,1923,209,208,191,#d1d0bf,1
4800,N03986,1879,51,94,75,#335e4b,1
4801,N03994,1916,217,202,189,#d9cabd,1
4802,N04069,,205,175,139,#cdaf8b,1
4803,N04070,,143,102,77,#8f664d,1
4804,N04085,,74,74,56,#4a4a38,1
4805,N04089,1864,142,82,45,#8e522d,1
4806,N04104,,219,217,197,#dbd9c5,1
4807,N04109,1859,57,50,42,#39322a,1
4808,N04146,1907,165,150,106,#a5966a,1
4809,N04150,1925,147,136,112,#938870,1
4810,N04165,1907,211,194,166,#d3c2a6,1
4811,N04173,1911,179,172,155,#b3ac9b,1
4812,N04174,,168,155,134,#a89b86,1
4813,N04175,1911,196,181,160,#c4b5a0,1
4814,N04211,1866,143,128,86,#8f8056,1
4815,N04213,1919,56,58,49,#383a31,1
4816,N04218,1804,176,161,134,#b0a186,1
4817,N04219,,24,28,32,#181c20,1
4818,N04226,1926,133,130,111,#85826f,1
4819,N04228,1915,210,201,182,#d2c9b6,1
4820,N04229,1910,235,220,210,#ebdcd2,1
4821,N04241,1910,115,124,104,#737c68,1
4822,N04242,1925,219,200,175,#dbc8af,1
4823,N04243,1896,185,151,109,#b9976d,1
4824,N04244,1926,185,179,156,#b9b39c,1
4825,N04245,1922,200,190,180,#c8beb4,1
4826,N04258,,77,58,41,#4d3a29,1
4827,N04277,1850,139,130,110,#8b826e,1
4828,N04278,1853,226,212,189,#e2d4bd,1
4829,N04289,1864,240,234,217,#f0ead9,1
4830,N04296,1787,210,202,179,#d2cab3,1
4831,N04297,1787,186,171,146,#baab92,1
4832,N04298,1786,222,211,194,#ded3c2,1
4833,N04301,1829,185,171,147,#b9ab93,1
4834,N04302,1829,198,185,161,#c6b9a1,1
4835,N04303,1829,152,132,101,#988465,1
4836,N04304,,232,216,185,#e8d8b9,1
4837,N04305,,214,188,152,#d6bc98,1
4838,N04306,,208,186,150,#d0ba96,1
4839,N04307,,191,173,143,#bfad8f,1
4840,N04308,,211,187,151,#d3bb97,1
4841,N04310,,77,61,49,#4d3d31,1
4842,N04311,,217,209,190,#d9d1be,1
4843,N04312,,219,216,204,#dbd8cc,1
4844,N04313,,237,228,210,#ede4d2,1
4845,N04316,,81,70,52,#514634,1
4846,N04317,1810,157,162,157,#9da29d,1
4847,N04318,,130,106,63,#826a3f,1
4848,N04319,,220,202,176,#dccab0,1
4849,N04320,,215,199,168,#d7c7a8,1
4850,N04321,,157,137,104,#9d8968,1
4851,N04322,,197,176,143,#c5b08f,1
4852,N04323,,217,202,173,#d9caad,1
4853,N04325,,145,139,107,#918b6b,1
4854,N04330,,160,146,135,#a09287,1
4855,N04332,1913,198,185,159,#c6b99f,1
4856,N04333,1923,209,198,150,#d1c696,1
4857,N04334,1925,215,204,171,#d7ccab,1
4858,N04335,1923,213,200,177,#d5c8b1,1
4859,N04336,1920,124,121,107,#7c796b,1
4860,N04356,1799,206,182,146,#ceb692,1
4861,N04357,,240,232,215,#f0e8d7,1
4862,N04358,,216,195,162,#d8c3a2,1
4863,N04359,,220,203,175,#dccbaf,1
4864,N04360,1800,202,200,180,#cac8b4,1
4865,N04380,,147,116,82,#937452,1
4866,N04390,1861,71,44,36,#472c24,1
4867,N04397,,190,169,139,#bea98b,1
4868,N04402,,186,175,151,#baaf97,1
4869,N04403,,107,78,55,#6b4e37,1
4870,N04408,1783,52,46,35,#342e23,1
4871,N04409,1797,71,74,60,#474a3c,1
4872,N04423,1895,221,180,164,#ddb4a4,1
4873,N04431,1903,177,138,107,#b18a6b,1
4874,N04433,1886,129,113,95,#81715f,1
4875,N04438,1927,186,177,155,#bab19b,1
4876,N04481,1928,162,158,142,#a29e8e,1
4877,N04501,1919,110,100,73,#6e6449,1
4878,N04502,1858,157,151,134,#9d9786,1
4879,N04507,,68,62,50,#443e32,1
4880,N04508,1906,213,202,174,#d5caae,1
4881,N04513,1923,216,199,171,#d8c7ab,1
4882,N04535,,187,137,95,#bb895f,1
4883,N04546,1929,222,221,199,#deddc7,1
4884,N04547,1930,201,186,167,#c9baa7,1
4885,N04554,,178,171,155,#b2ab9b,1
4886,N04558,1926,120,122,106,#787a6a,1
4887,N04584,1867,176,121,83,#b07953,1
4888,N04585,,212,200,169,#d4c8a9,1
4889,N04588,1891,155,130,101,#9b8265,1
4890,N04601,1930,132,122,91,#847a5b,1
4891,N04608,1894,33,31,29,#211f1d,1
4892,N04625,1856,81,75,52,#514b34,1
4893,N04638,1875,111,122,93,#6f7a5d,1
4894,N04641,,192,179,152,#c0b398,1
4895,N04642,,75,77,60,#4b4d3c,1
4896,N04643,1882,127,123,108,#7f7b6c,1
4897,N04644,,219,208,178,#dbd0b2,1
4898,N04645,,110,109,72,#6e6d48,1
4899,N04646,,156,158,127,#9c9e7f,1
4900,N04648,1929,197,184,151,#c5b897,1
4901,N04685,1925,232,225,207,#e8e1cf,1
4902,N04686,1925,190,175,156,#beaf9c,1
4903,N04687,1918,192,179,160,#c0b3a0,1
4904,N04721,1905,186,126,78,#ba7e4e,1
4905,N04728,1800,195,215,211,#c3d7d3,1
4906,N04740,1780,100,93,87,#645d57,1
4907,N04753,1933,33,31,14,#211f0e,1
4908,N04768,,142,129,93,#8e815d,1
4909,N04769,,176,182,178,#b0b6b2,1
4910,N04770,,161,156,122,#a19c7a,1
4911,N04771,,118,112,88,#767058,1
4912,N04772,,203,201,170,#cbc9aa,1
4913,N04775,,209,202,186,#d1caba,1
4914,N04792,1849,225,218,199,#e1dac7,1
4915,N04850,1927,166,156,139,#a69c8b,1
4916,N04918,1924,201,183,135,#c9b787,1
4917,N04940,1930,154,148,134,#9a9486,1
4918,N04941,1857,235,230,199,#ebe6c7,1
4919,N04950,1890,185,172,132,#b9ac84,1
4920,N04951,1890,60,66,46,#3c422e,1
4921,N04953,1834,183,170,146,#b7aa92,1
4922,N04970,,183,166,142,#b7a68e,1
4923,N04973,1865,198,192,175,#c6c0af,1
4924,N04980,,199,175,144,#c7af90,1
4925,N04981,,222,201,174,#dec9ae,1
4926,N04982,,157,144,123,#9d907b,1
4927,N04983,,144,132,112,#908470,1
4928,N05000,1866,74,77,95,#4a4d5f,1
4929,N05043,1937,36,36,29,#24241d,1
4930,N05054,1932,165,160,142,#a5a08e,1
4931,N05055,1795,86,76,70,#564c46,1
4932,N05056,1795,83,82,81,#535251,1
4933,N05057,1795,133,129,126,#85817e,1
4934,N05058,1795,85,84,82,#555452,1
4935,N05059,1795,69,74,79,#454a4f,1
4936,N05060,1795,131,116,105,#837469,1
4937,N05061,1795,107,101,96,#6b6560,1
4938,N05062,1795,73,75,77,#494b4d,1
4939,N05063,1795,234,219,198,#eadbc6,1
4940,N05067,1897,20,27,33,#141b21,1
4941,N05074,1898,65,62,46,#413e2e,1
4942,N05094,1899,166,123,81,#a67b51,1
4943,N05096,1900,171,127,95,#ab7f5f,1
4944,N05128,1929,205,192,171,#cdc0ab,1
4945,N05129,1940,210,199,184,#d2c7b8,1
4946,N05136,1939,150,147,128,#969380,1
4947,N05137,1939,195,182,149,#c3b695,1
4948,N05138,1929,177,166,138,#b1a68a,1
4949,N05140,1915,142,140,127,#8e8c7f,1
4950,N05152,1915,176,121,70,#b07946,1
4951,N05153,1916,164,155,129,#a49b81,1
4952,N05154,1904,116,110,76,#746e4c,1
4953,N05155,1904,213,206,189,#d5cebd,1
4954,N05156,1939,112,104,77,#70684d,1
4955,N05164,1939,163,148,90,#a3945a,1
4956,N05165,1940,112,77,80,#704d50,1
4957,N05166,1940,121,107,106,#796b6a,1
4958,N05168,1940,183,173,136,#b7ad88,1
4959,N05169,1940,211,209,190,#d3d1be,1
4960,N05170,,216,217,202,#d8d9ca,1
4961,N05175,1896,38,35,27,#26231b,1
4962,N05183,1785,202,198,195,#cac6c3,1
4963,N05189,1779,141,119,92,#8d775c,1
4964,N05190,,220,217,213,#dcd9d5,1
4965,N05191,,168,148,116,#a89474,1
4966,N05192,1790,146,134,116,#928674,1
4967,N05193,,131,126,74,#837e4a,1
4968,N05195,1800,106,105,89,#6a6959,1
4969,N05196,,197,208,191,#c5d0bf,1
4970,N05198,1780,167,168,154,#a7a89a,1
4971,N05199,,185,169,129,#b9a981,1
4972,N05200,1785,190,183,163,#beb7a3,1
4973,N05206,1939,180,167,151,#b4a797,1
4974,N05208,1940,125,109,83,#7d6d53,1
4975,N05209,1940,148,137,115,#948973,1
4976,N05210,1940,109,103,71,#6d6747,1
4977,N05213,1930,111,104,76,#6f684c,1
4978,N05215,1940,105,98,74,#69624a,1
4979,N05217,1913,168,159,142,#a89f8e,1
4980,N05221,1858,190,173,146,#bead92,1
4981,N05222,1862,110,90,69,#6e5a45,1
4982,N05223,1862,199,181,156,#c7b59c,1
